station_id,station_name,county,town,lat,lon,altitude_m,temperature_c,daily_high,daily_low,humidity_percent,wind_speed_mps,pressure_hpa,weather,observed_at
CAE040,國一S132K,苗栗縣,公館鄉,24.524506,120.820831,97.0,24.6,30.3,21.3,84.0,1.1,-99.0,晴,2026-09-23T22:10:00+08:00
CAE050,國一S152K,苗栗縣,三義鄉,24.375492,120.749184,339.0,23.6,30.2,22.2,87.0,1.5,-99.0,晴,2026-09-23T22:10:00+08:00
CAF020,國一S162K,臺中市,后里區,24.295534,120.695976,209.0,24.8,31.3,23.7,84.0,1.8,-99.0,晴,2026-09-23T22:10:00+08:00
CAF030,國一S169K,臺中市,神岡區,24.237116,120.688271,195.0,24.5,31.1,24.0,91.0,1.8,-99.0,晴,2026-09-23T22:10:00+08:00
CAF040,國一S188K,臺中市,大肚區,24.118546,120.585747,54.0,25.8,32.7,24.0,81.0,0.5,-99.0,晴,2026-09-23T22:10:00+08:00
CAG030,國一S207K,彰化縣,大村鄉,23.988304,120.508092,33.0,26.1,31.8,24.6,82.0,1.3,-99.0,晴,2026-09-23T22:10:00+08:00
CAE060,國三N119K,苗栗縣,竹南鎮,24.675432,120.847389,28.0,25.2,29.3,20.6,81.0,2.7,-99.0,晴,2026-09-23T22:10:00+08:00
CAE070,國三N151K,苗栗縣,苑裡鎮,24.440218,120.681656,77.0,24.5,30.3,22.3,87.0,1.3,-99.0,晴,2026-09-23T22:10:00+08:00
CAG040,國三N191K,彰化縣,和美鎮,24.139256,120.5215,35.0,25.8,32.2,23.6,85.0,2.6,-99.0,晴,2026-09-23T22:10:00+08:00
CAG050,國三N196K,彰化縣,彰化市,24.107155,120.554482,60.0,25.7,31.8,23.5,83.0,2.4,-99.0,晴,2026-09-23T22:10:00+08:00
CAF050,國三N208K,臺中市,霧峰區,24.066147,120.660919,85.0,26.8,32.7,24.6,86.0,0.5,-99.0,晴,2026-09-23T22:10:00+08:00
CAE560,國一S144K,苗栗縣,銅鑼鄉,24.437042,120.778219,265.0,22.5,29.8,20.5,90.0,0.5,-99.0,晴,2026-09-23T22:10:00+08:00
CAF950,國一N158K,臺中市,后里區,24.332372,120.717144,183.0,24.1,31.1,22.3,94.0,0.6,-99.0,晴,2026-09-23T22:10:00+08:00
CAF960,國三S175K,臺中市,沙鹿區,24.251494,120.589683,154.0,24.2,30.3,22.8,88.0,2.7,-99.0,晴,2026-09-23T22:10:00+08:00
CAF980,國三N183K,臺中市,龍井區,24.193628,120.570311,131.0,25.0,31.5,23.5,83.0,1.0,-99.0,晴,2026-09-23T22:10:00+08:00
CAH010,國三N223K,南投縣,草屯鎮,23.955116,120.662376,109.0,26.7,32.5,24.5,79.0,1.3,-99.0,多雲,2026-09-23T22:10:00+08:00
CAJ010,國三N252K,雲林縣,林內鄉,23.77412,120.64061,130.0,26.5,31.3,24.8,90.0,0.8,-99.0,多雲,2026-09-23T22:10:00+08:00
CAE080,國三S140K,苗栗縣,通霄鎮,24.522345,120.725006,64.0,24.3,30.5,21.5,85.0,0.6,-99.0,晴,2026-09-23T22:10:00+08:00
CAE090,國三S156K,苗栗縣,苑裡鎮,24.39798,120.669487,89.0,24.8,30.5,22.5,88.0,2.7,-99.0,晴,2026-09-23T22:10:00+08:00
CAF060,國三S168K,臺中市,清水區,24.308519,120.614471,117.0,25.0,30.8,22.8,82.0,0.6,-99.0,晴,2026-09-23T22:10:00+08:00
CAG060,國三S202K,彰化縣,彰化市,24.092468,120.603256,48.0,26.8,32.1,24.8,81.0,0.9,-99.0,晴,2026-09-23T22:10:00+08:00
CAH020,國三S217K,南投縣,草屯鎮,24.00683,120.653214,93.0,26.1,32.2,23.8,83.0,0.3,-99.0,多雲,2026-09-23T22:10:00+08:00
CAF090,國四E5K,臺中市,神岡區,24.296465,120.643135,130.0,24.3,31.5,22.5,92.0,0.5,-99.0,晴,2026-09-23T22:10:00+08:00
CAA090,國三甲005K,臺北市,文山區,25.00194,121.5975,60.0,24.5,30.8,21.3,90.0,2.2,-99.0,晴,2026-09-23T22:10:00+08:00
